PL_Flux_Density,PL_Index,LP_Flux_Density,LP_Index,LP_beta,LP_SigCurv,PLEC_Flux_Density,PLEC_IndexS,PLEC_ExpfactorS,PLEC_Exp_Index,PLEC_SigCurv,Npred,Variability_Index,Frac_Variability,CLASS1,spectrum_logparabola,spectrum_plsuperexpcutoff,spectrum_powerlaw
5.2177473e-13,2.6174638,5.245658e-13,2.6158326,0.005241538,0.0,5.257415e-13,2.6074123,0.010790556,0.6666667,0.0,1256.0756,30.269571,0.33639,BCU,0,0,1
1.2349865e-13,2.4749079,1.2723915e-13,2.470335,0.020711517,0.14532262,1.2893367e-13,2.4298742,0.052616883,0.6666667,0.0,712.14526,40.701103,0.6498418,BCU,0,0,1
1.4110643e-12,2.7913904,1.8384068e-12,2.6472597,0.31182486,2.6424532,1.8521374e-12,2.5363681,0.6219059,0.6666667,2.6823392,979.40424,13.806188,0.174936,BCU,1,0,0
6.368062e-13,2.5522845,8.7429906e-13,2.5352778,0.3657738,3.825207,8.9154807e-13,2.436042,0.7992027,0.6666667,3.702972,1045.3174,22.931417,0.2887424,NoAGN,1,0,0
1.5202146e-13,2.453689,1.8486039e-13,2.7148163,0.20198564,3.8421545,1.9193876e-13,2.645578,0.5655326,0.6666667,3.4185743,2146.1724,13.022813,0.1340134,NoAGN,0,1,0
2.3393346e-14,2.3787272,2.7274388e-14,2.6961007,0.1927827,1.833643,2.8310186e-14,2.6195805,0.5503656,0.6666667,1.5669633,1014.0363,12.599173,0.0,UncAss,0,0,1
2.2785409e-13,2.57496,3.8831967e-13,2.8546991,0.37702045,3.1933897,4.0264328e-13,2.6819603,0.94984496,0.6666667,3.244335,924.6487,12.220158,0.0,UncAss,1,0,0
9.78407e-15,1.7976986,1.34316894e-14,1.5333434,0.25727272,3.6969407,1.2741404e-14,1.4510729,0.32617316,0.6666667,3.6055055,179.40764,18.242432,0.3084403,BLL,1,0,0
1.10630994e-13,2.5153816,1.4110802e-13,2.3461707,0.24959353,1.5994601,1.4398954e-13,2.2185163,0.5287213,0.6666667,1.7199576,452.11017,10.396076,0.0,UncAss,0,0,1
2.3276078e-13,2.472049,3.1639627e-13,2.4002423,0.2943438,3.3861833,3.1432902e-13,2.2934263,0.54291105,0.6666667,3.2208042,700.9639,9.753218,0.0,UncAss,1,0,0
2.7796504e-14,2.1880908,3.3586852e-14,2.0853047,0.18072408,1.5037119,3.2902422e-14,2.0252295,0.2772761,0.6666667,1.2006631,411.08154,4.522305,0.0,NoAGN,0,0,1
7.405723e-15,1.9997315,7.4003126e-15,1.993132,0.0012028919,0.0,7.517942e-15,1.9686134,0.013352588,0.6666667,0.0,282.91232,25.171877,0.35902792,BLL,0,0,1
2.077353e-13,2.4823997,3.1770113e-13,2.8515396,0.28432095,2.860103,3.309404e-13,2.8409283,0.8987031,0.6666667,2.3721855,1463.242,19.476042,0.33274058,UncAss,1,0,0
2.0186102e-13,2.4634736,4.2342413e-13,2.925308,0.3591722,4.1000357,4.4386904e-13,2.76536,1.0180397,0.6666667,3.977474,1899.1829,9.823387,0.0,UncAss,1,0,0
1.3327818e-13,2.4703598,1.5996509e-13,2.3330762,0.18566598,1.6232201,1.5948489e-13,2.2177055,0.33339545,0.6666667,1.7834977,536.8822,10.7581005,0.0,UncAss,0,0,1
1.03476094e-14,2.1443272,1.14507614e-14,2.0913575,0.074934356,0.77683014,1.1255617e-14,2.039853,0.09271861,0.6666667,0.10176113,285.20883,21.118351,0.46115327,BLL,0,0,1
